Country Name,Access to clean fuels and technologies for cooking (% of population),Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Annual freshwater withdrawals, total (% of internal resources)",CO2 emissions (metric tons per capita),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Food production index (2014-2016 = 100),Forest area (% of land area),GDP growth (annual %),"Government expenditure on education, total (% of government expenditure)",Heat Index 35,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Land Surface Temperature,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Methane emissions (metric tons of CO2 equivalent per capita),"Mortality rate, under-5 (per 1,000 live births)",Net migration,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),Political Stability and Absence of Violence/Terrorism: Estimate,Population ages 65 and above (% of total population),Population density (people per sq. km of land area),Prevalence of undernourishment (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Renewable energy consumption (% of total final energy consumption),Rule of Law: Estimate,"School enrollment, primary (% gross)",Scientific and technical journal articles,Standardised Precipitation-Evapotranspiration Index,Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss (hectares),"Unemployment, total (% of total labor force) (modeled ILO estimate)"
Belgium,1.0,0.0005464027010138949,0.0004241504029769336,0.5106358247123097,0.011349871667458208,0.021999362570453287,0.32920545420053826,0.22564935064935066,0.2717789681420919,0.23152364345764226,0.6537502937428908,0.22129046509389202,0.0,0.6545446372381551,0.36984499987163455,0.03235944450074514,0.0748800832315605,0.018551236749116608,0.5079221954352462,0.07911182357879723,0.8057083139631163,0.6285050044847442,0.2929315880566836,0.0,0.6676602086438158,0.8284780433714529,0.1263410061451932,0.83215021132295,0.4261820264865125,0.02539527088921037,0.7485152382687332,0.31956185666842196,0.003055908451761066,0.18893502253451153
Belize,0.8276209677419355,0.007045417863108443,0.01418974345619208,0.08752760664884343,0.16543606508946831,0.00037102360828055586,0.07397974502120568,0.40016233766233766,0.29320552579644765,0.568853626312425,0.7702979531119478,0.45073242403185465,0.2105852702324279,0.5458509394947406,0.6576793254951392,0.0006511289649233474,0.14809207377831354,0.0812720848056537,0.46566310420977364,0.10830995419983921,0.7663287595254398,0.11284515052653504,0.011847102707216388,0.04948453608247423,0.12816691505216102,0.5729888635302294,0.3249661493594418,0.26211113282084186,0.4045117346242809,9.854616044001757e-06,0.45611006231778234,0.37841983870538454,0.0031050409621415625,0.28397033251712267
Benin,0.05241935483870968,0.0,0.0,0.48099500174357784,0.5290208533572998,0.0007492065793469511,0.016900231329695894,0.37824675324675316,0.5184663095573724,0.278889059072563,0.7197840044713287,0.428063000878355,0.25977784000746756,0.47203991728850103,0.7903768371536384,0.0004715249605852629,0.030230756215470465,0.7199646643109541,0.4670330365673861,0.042154547137857545,0.5617259556453531,0.05137580837190537,0.08708371020645235,0.15257731958762888,0.0370922338135454,0.7959013302530917,0.47963753775648377,0.2947125906400897,0.5552808331326665,0.0004227033033419541,0.4085419741799886,0.42081999251695856,0.0005698702734608572,0.04237197913339721
Botswana,0.6612903225806452,0.014938379457713319,0.017838643894084016,0.5251656398930606,0.02841811945906572,0.005740415012563104,0.12425933914671367,0.14366883116883117,0.24236443943238417,0.272169720120862,0.7103100383876927,0.5787718567831429,0.0,0.5576508136294163,0.742406623668045,0.0013093773269112214,0.15374265748076177,0.29063604240282687,0.46709947670482227,0.2591956807923777,0.9380592860548795,0.0678280707280696,0.0018614713468246768,0.42061855670103093,0.10332836562344744,0.844142473663001,0.2818456410790543,0.5893416055619424,0.333067792692325,0.00048057677574581896,0.6024567937691758,0.522183991104543,3.342347644931714e-07,0.8300507470101849
Brazil,0.9647177419354839,0.0653862215150068,0.0,0.3240729977914681,0.12635244447076074,0.0007018021660622114,0.10554027995438672,0.23538961038961037,0.4011840992387933,0.6077402300938064,0.651523505903281,0.25510440149348657,0.0029870251096798285,0.6347882765440975,0.6740569924723151,0.0007891220948256711,0.2446676517333246,0.10954063604240284,0.5106525687022659,0.1964999359141341,0.5664718594160922,0.27343349258026595,0.01808726809935294,0.04536082474226805,0.22185618044116667,0.6717946626269811,0.5197375273409021,0.38977097396754984,0.445160243293827,0.10494309033890771,0.3228928339972245,0.5242101619981769,1.0,0.26824940558571986
Burkina Faso,0.16330645161290322,0.2202852132016577,0.0,0.6154829710566082,0.33846229742764206,0.00407686732936057,0.010970068809428416,0.2459415584415584,0.44882999718071603,0.22919264777624768,0.6287197788400597,0.5961436851608701,0.42462428824792314,0.5509305043603343,0.8554433352118921,0.00478442021480067,0.07785761320637706,0.7120141342756183,0.46118234970291766,0.09596188705427595,0.18378953045271795,0.03249065445582718,0.06053470749008309,0.2824742268041237,0.20688062803047752,0.7517379779872952,0.7066972190396834,0.29325576950713145,0.2023778475768645,0.0003566475133742817,0.41193612115834555,0.2942577074325368,0.0,0.16977181589126655
Cambodia,0.5766129032258065,0.0005522148575763901,0.0,0.39997675229571084,0.3540975824205584,0.0010949654460485913,0.05229607385877221,0.32305194805194803,0.49487830091156837,0.4588815777449536,0.6991507066165765,0.3769065051374292,0.5944179968262858,0.840915220713836,0.7319081784465017,0.0005101493638233846,0.12245010505502424,0.20141342756183744,0.4480185019963679,0.05479113395172408,0.6443488914497874,0.12956388434568547,0.07069784975884871,0.04742268041237113,0.2766020864381521,0.8184478536236679,0.5339027184668264,0.22194772234580165,0.5197533902048183,0.00023703337833110285,0.9831517230766074,0.569232507417857,0.048212027839082,0.0
Cameroon,0.3014112903225806,0.08669209342877658,0.15049350821654672,0.23817273044286877,0.35864726810800046,0.00020521605787026902,0.014766481090293637,0.26298701298701294,0.34545625411145575,0.4391472960698439,0.6654142800530705,0.27228263754208104,0.04573882199197238,0.6838757529443493,0.6333092315986695,0.0008402376556683395,0.07257302881024545,0.598939929328622,0.4578413599346988,0.5385093415876646,0.2970785734628833,0.038776942623892495,0.04264274126338586,0.08041237113402062,0.510680576254347,0.8631005349519005,0.8206436829496928,0.17270479752858675,0.5284509646792325,0.0016769271634876322,0.5771872697133007,0.19657431180993706,0.056418159776918345,0.12346073317009121
Canada,1.0,0.03789241464057202,0.0,0.06997558991049634,0.03385118746714953,0.0007554432154358659,0.6479374134905717,0.44805194805194803,0.381073207405319,0.40368686692694516,0.6702409715960854,0.21194799702087505,0.0,0.8479277173424433,0.0,0.0022094864090426492,0.3079572315364216,0.026501766784452298,0.6200423002208344,0.2767449477198018,0.8577009493662435,0.5859261741096229,0.0016937977841479524,0.0,0.44959832097284835,0.8690935645767095,0.24684928653265287,0.8919930522000035,0.36261017589984,0.0982686932734332,0.3967073980112157,0.2038309311584037,0.8439381010585549,0.18457006991021682
Chad,0.08971774193548387,0.23629052746555232,0.22604203676547402,0.45949087527606647,0.5232038973824852,0.0036484562084504878,0.005892235018428103,0.24837662337662336,0.5563386899727468,0.031311236366205794,0.6379934002980303,0.411664544381494,0.08251656865490525,0.4089723995325001,0.9053758082321667,0.0025631792817927147,0.4202148259438614,0.9284452296819787,0.47279434562792255,0.376819561161001,0.26259504296596436,0.01355792972687967,0.008849041363403864,0.5958762886597937,0.3676004448243768,0.6005848309103297,0.7664826580564524,0.08259979812466495,0.2944473758891376,9.959134699013895e-06,0.598109507462553,0.37571617681638136,0.0017029261250927083,0.0275027502750275
Chile,1.0,0.16431169225373052,0.0,0.16215273741718006,0.06916721425322896,0.002471827698837626,0.1811586222355834,0.1680194805194805,0.32215017385584055,0.25103479024023984,0.6421554207360317,0.5044201705598472,0.0,0.5788006832689021,0.4309903409642013,0.005516477855121864,0.0652967643365688,0.04063604240282685,0.543523826698811,0.06654242005437781,0.6851610805929648,0.38460110085101046,0.018529333572611897,0.0,0.5392048459208686,0.6717218316443025,0.2768461618581398,0.6507740431384652,0.39794357327171637,0.01339688764349105,0.08683712974550717,0.6784413994248728,0.023934551485356004,0.3142056141097981
China,0.8860887096774194,0.0176532450750368,0.0,0.6375682901313495,0.14481975344780978,0.01268651202940647,0.3872446195333964,0.42694805194805197,0.3822009209660745,0.24046190188305133,0.6533264343751709,0.20474673874130492,0.03696443573228787,0.761867301986874,0.46252136875508953,0.026016934968074702,0.09281879788755455,0.04328621908127209,0.4390482924884679,0.07558156398329986,0.537565277515919,0.3918581699108459,0.11416698260956108,0.0,0.3506618742877175,0.8146817983049515,0.15269242787209666,0.449208721524294,0.4072168805597859,0.9999999999999999,0.7682998498565583,0.26414931884819837,0.1793687575390829,0.16856524362113628
Colombia,0.9173387096774193,0.07354933803510116,0.0,0.41892363129141,0.1785226031013137,0.0008092080512257993,0.09194438100003768,0.08847402597402597,0.37176957052908566,0.5444114687501387,0.7402113293380431,0.3749169499493271,0.049005880705684686,0.5904881776499147,0.6648396370113914,0.0026033223500833667,0.17366763121529388,0.09540636042402828,0.6471372210305182,0.09582779838695439,0.48459498254063116,0.24412924166851635,0.034092800480207686,0.0845360824742268,0.42104927596292585,0.6087728977347373,0.3245495260910322,0.34305281233523005,0.47984650049103184,0.013869983869785283,0.6880185546448784,0.29863291094387323,0.08862836403112527,0.32637779907022957
"Congo, Dem. Rep.",0.04233870967741935,0.5775369697368581,0.5684456684736987,0.17470649773334884,0.3606302806833125,1.893549153695672e-06,0.0,1.0,0.4859505685555868,0.5653945061055937,0.7741690825369827,0.47105225932682004,0.0004667226733874732,0.5445248584015103,0.6556700322536971,0.0,0.0380953403954118,0.6802120141342757,0.4643635667596828,0.024160730829101855,0.13230230486177685,0.0482196270850758,0.03091073052046769,0.6762886597938144,0.1335320417287631,0.9028433632635835,1.0,0.0,0.6627284717552689,0.00024540980196850434,0.6340334780171701,0.24677356189976632,0.4170771905161554,0.15195713119699064
Costa Rica,0.9657258064516129,0.0001409266732342559,0.0,0.3799837266069976,0.07505580329994063,0.001702519677157925,0.0738326202744477,0.06655844155844155,0.27516210882435854,0.6127631840950422,0.6851366987240963,0.5300530584454421,0.0,0.5907578890587069,0.6425301152709546,0.0032290139395840622,0.10085964174625031,0.04946996466431096,0.4673114523814043,0.07221727946553877,0.9056025193276975,0.3066449490064318,0.07605710327602304,0.010309278350515469,0.7517452349203863,0.5514219045095765,0.37787730444745343,0.580865778447156,0.5070276159634922,0.0009837893059199813,0.7316394249074045,0.5152676534948712,0.002623074431742409,0.2945810710103269
Cote d'Ivoire,0.436491935483871,0.042224900260054266,0.0,1.0,0.29688163820473473,0.000906771961917329,0.018159112514572095,0.18831168831168832,0.4772107884597311,0.0851986102361548,0.729721305563619,0.3999495369552759,0.03901801549519276,0.5338038299020047,0.6852575853968552,0.0030626062732120062,0.027703499837548676,0.6431095406360424,0.4559335788454602,0.017379135768629476,0.5177052671681592,0.02702749450168252,0.06487090201454175,0.10721649484536082,0.1580905218442331,0.7407549856950699,0.6581606082699719,0.3285203312257883,0.3437149460255976,0.00034880861424837123,0.5580129232831936,0.26762977094319573,0.061247852123844676,0.07849817239788494
Croatia,1.0,0.008103279950290828,0.00860440146475988,0.30338254097407885,0.06574161256786228,0.001065342364238834,0.20748256349083574,0.16558441558441556,0.17310403157597964,0.3544910303393735,0.7216951686823164,0.20017619892702096,0.0,0.6130315562348287,0.4349169269178116,0.000788574298362432,0.10069492585864025,0.022968197879858654,0.45649436524358217,0.08907031078814823,0.8153323844481042,0.7131217273001652,0.05171180157612608,0.0,0.47311021407210796,0.8039796220595339,0.33559004270388504,0.562010195154144,0.3585850464739978,0.0071560190277704565,0.41032300863900095,0.4287778183779017,0.0017594118002920542,0.21501827602115048
Cyprus,1.0,0.0001760579565961666,0.0,0.15703824247355574,0.019966219763259727,0.02216615536168242,0.2463381654331168,0.11850649350649349,0.3536321774269334,0.18932989352213825,0.6954517412396728,0.2711985742652494,0.0033604032483898066,0.7803874853906319,0.697776190246203,0.02354093064352254,0.06465458460265741,0.007067137809187277,0.4680351753070483,0.05678853926569541,0.7642941832191057,0.4475770366145575,0.10201246776297597,0.0,0.16010219288907845,0.8350904645983521,0.15487970003124674,0.6178331112910409,0.39492630523488736,0.0022065829133798656,0.3377398674444547,0.19990434885130656,0.00021491295356910922,0.22048333865644626
Czechia,1.0,0.0038794831369225154,0.009942707486291157,0.5271416947576427,0.031568461514171295,0.006498544793235472,0.3665334102361243,0.24756493506493504,0.2497885537073583,0.3545972569556127,0.6403352599583569,0.20568351592568915,0.0,0.7886811112110041,0.35081160951430346,0.012945333679489567,0.13079517742172048,0.007067137809187277,0.46852714870568285,0.09058988285896225,0.8689429537380574,0.6627800094216442,0.10313340068819085,0.0,0.3606557377049181,0.7086312126371075,0.17519008436621183,0.7638081910507744,0.40350483819960525,0.022376846788641925,0.5560478745106695,0.3971659385660495,0.018815077597614097,0.08314702437985734
Denmark,1.0,0.004084530581133088,0.00030252310148823065,0.756480297570615,0.011089907881546564,0.01020682145377471,0.2114691358078877,0.0779220779220779,0.3077718259562071,0.1590789393210886,0.6480754530851582,0.24132423000213657,0.0,0.8605142497527645,0.3159810754143825,0.01649378280696212,0.1519658265405881,0.014134275618374562,0.48391515910831007,0.20718050266066895,0.8820152609492551,0.6585559536959947,0.11107093138311025,0.0,0.683912113163876,0.8640110655332915,0.4119362566399334,0.9840078659345,0.40878854429427813,0.022861395273278205,0.5515419372549686,0.3207052546397667,0.0016026556957447569,0.16377444196032506
Dominican Republic,0.9344758064516129,0.025174963929856246,0.0015569292326985309,0.6381494827385796,0.12899004033447156,0.019087771032457537,0.12978456477713918,0.0641233766233766,0.5338783948876985,0.46355763887709905,0.6913837334901063,0.6132847216419697,0.005787361150004667,0.5685516497347836,0.671411828494697,0.024778697497228084,0.09277414237806869,0.27385159010600707,0.453825686389896,0.05875074264717453,0.7404210284435757,0.19015974670253205,0.17842808369240057,0.07835051546391751,0.40348262608832136,0.6107058425205345,0.17227372148734507,0.435236252927078,0.4075342661029525,0.00011534380142411148,0.46696511752908665,0.33431403727535763,0.004740117430042157,0.19124170481564284
Ecuador,0.9465725806451613,0.10030395323341347,0.0,0.24514704172962917,0.156530386296217,0.0013661370894519158,0.11005415305105677,0.16314935064935066,0.26106568931491403,0.5128482981362743,0.6524832251955144,0.17489427064661253,0.00037337813870997856,0.6107165333093587,0.6334326285832766,0.004130453528878528,0.17922262012544202,0.09275618374558305,0.49405360769946277,0.05559699448607838,0.5907798046463436,0.21089691504568236,0.0535161696532289,0.23505154639175257,0.5964732885876834,0.6135331010399785,0.20779085511925843,0.28980056775016,0.37688901638114725,0.004241113189373319,0.611296100184848,0.3578203196384702,0.010118289025501779,0.11835054473189255
Estonia,1.0,0.013109050656837505,0.0,0.2635127281180984,0.035676775592769855,0.004182001742205836,0.3389875399715268,0.24675324675324678,0.32487548162766655,0.5847390261747928,0.5662579627057216,0.3246084833731301,0.0,0.8734828733255415,0.22988881781769446,0.005673344717345821,0.09096195807420568,0.0,0.46803201149097995,0.30852937723187457,0.8447536898987619,0.6633632002153328,0.022314031569256904,0.0,0.36499387643682335,0.8416504269271192,0.4150609311530049,0.8534806520488551,0.3916131440424203,0.0025983934885475176,0.6135247337276934,0.3626130213394299,0.0113653189318258,0.22857447035026085
Ethiopia,0.06350806451612903,0.10185702903070473,0.32100713446874496,0.39091014762292225,0.7473240374873589,0.0054011513779191915,0.003983756769800217,0.4951298701298701,0.4250540362747862,0.15212071557181572,0.7007242266706357,0.6330820827947119,0.0313637636516382,0.8989031736042432,0.7910107188028371,0.02018157196888787,0.08885430674721409,0.3957597173144876,0.4964051139922929,0.09392346464506761,0.11639390539146988,0.052852248758127766,0.08039980000069147,0.39999999999999997,0.6466055744046684,0.8542897835322476,0.9308405374440163,0.28891017690242826,0.23891595906270346,0.005912978663711078,0.8264910394692497,0.3047116294586552,0.006601470833504628,0.11050782497604598
Fiji,0.5372983870967742,0.037053934624070486,0.06821357302591685,0.19307218412181795,0.24175901636718852,0.00014139017903352986,0.05611432438842982,0.08928571428571426,0.6443943238417441,0.6437432420985978,1.0,0.33209440067371965,0.0,0.41384968084149953,0.6037672718614484,4.441386083940178e-05,0.049810266852434185,0.22703180212014135,0.4609150072451388,0.035094207564933436,0.8554659822821737,0.1391116320728736,0.037307752870505896,0.0845360824742268,0.2552818444814588,0.3875096022267052,0.30882199770857205,0.5492212552143704,0.4977356234568743,0.0002516211963235115,0.7230971696708332,0.01759626711817157,0.002406156069586341,0.14304978884985273
Finland,1.0,0.0014559532408925733,0.0,0.08125072649075904,0.043804418267266214,0.001720441300262409,0.2608071854528013,0.325487012987013,0.25439338408044354,0.7567165033420524,0.625743545014654,0.18292857073128801,0.0,0.8449833677964576,0.12478143750390695,0.004339456011563822,0.08973384370221124,0.001766784452296822,0.479490562336668,0.23552100650940233,0.8889995271922024,0.7460333749471467,0.012380357051098308,0.0,0.7183308494783905,0.9018562055691408,0.49307363816269145,1.0000000000000002,0.3978102327450125,0.0169036676939855,0.7053012380068661,0.23519855066173082,0.08920692440846295,0.23968203271940097
France,1.0,0.0005249074719914171,0.001400867339733393,0.6050215041264675,0.03176464021691121,0.008229960227172555,0.18904360074823287,0.17207792207792205,0.21558124236443932,0.3232134860830728,0.6424476807072305,0.1351583445627916,0.0,0.7254113098984087,0.4178396059555619,0.014348374893984422,0.09573925759051118,0.021201413427561842,0.48016524611325195,0.11197710867405711,0.7421118059814861,0.6930227187384238,0.09362465161317873,0.0,0.5709990779172818,0.8641280897973338,0.174148526195188,0.7863692025563158,0.43679540606795697,0.09924964564443141,0.5155532791049194,0.656694258549309,0.037730425624576146,0.24358564888746942
"Gambia, The",0.008064516129032258,0.051139691590652105,0.1670685621267812,0.7230036033941648,0.48326199756621474,0.0020876956934486584,0.009522629629790776,0.16314935064935066,0.0,0.238203480249583,0.6806624576357218,0.33279578222096207,0.33650704751236815,0.444844016901915,0.7995536434154524,0.0012493004912898281,0.05472997714198753,0.40547703180212014,0.464112834336263,0.019102704325683187,0.6659748219472611,0.028680422421303385,0.1991792211016732,0.3525773195876289,0.058790276992651186,0.8391101892226767,0.5060931153004896,0.336792587196593,0.31694087005570915,7.58357498295226e-05,0.4418498821226078,0.051614432324685953,6.350460525370256e-06,0.13911068526207457
Georgia,0.9314516129032259,0.019505797456169555,0.003299804826764624,0.3914913402301523,0.12161159225204135,0.0017463517561195068,0.1421092081584878,0.23295454545454541,0.3999624095479747,0.4154948054920391,0.8040785146917527,0.26178345446239526,0.0,0.5969612514609368,0.39678645757255404,0.003251090431557103,0.1573511608442153,0.06625441696113074,0.4635006359270297,0.12228866887898149,0.5375980131446165,0.46000684576487594,0.048298202202417574,0.00824742268041237,0.24526293378752317,0.7018714241624326,0.24268305384855743,0.5074374550417293,0.4575373145130247,0.000915687936561357,0.49842066574378885,0.1528333896796902,0.00014037860108713198,0.40924092409240925
Germany,1.0,0.0005156635901173463,0.0,0.5465535278391259,0.012882085968806117,0.014346086800090464,0.32610732689446376,0.13230519480519481,0.20327036932619102,0.33373865776981426,0.6292433667001905,0.13416000495053318,0.0,0.8505798795289037,0.3639431454180908,0.02096584974397631,0.059663553733039276,0.014134275618374562,0.7298852483911995,0.08170517612239328,0.8160175140407951,0.7271871989659866,0.18166951181835572,0.0,0.5290935009395458,0.81815679135892,0.19216748255390065,0.8828860404451297,0.42072515315519265,0.16330494855517144,0.6266553406248025,0.6927314806370715,0.06760833969214973,0.09897441357038929
Ghana,0.3225806451612903,0.18885547011346981,0.21968081414137716,0.6386144368243636,0.43866783592451897,0.002966059088504256,0.025504348021514908,0.15097402597402598,0.605394229865614,0.35894597032306724,0.6551312562978235,0.2868115721436124,0.347801736208345,0.6415085858131797,0.7535985663771256,0.003835817430366969,0.036160453170511815,0.3710247349823321,0.46542819086669573,0.032786112092837015,0.6365054947440495,0.0627132786412066,0.10944012220468874,0.04948453608247423,0.16474732421081079,0.8933110383619198,0.4176648265805646,0.4396031909113998,0.3811495971054576,0.003133887351884001,0.5775381874863422,0.13757813790924936,0.03388438618955322,0.11852798183044111
Greece,1.0,0.0010376415699929233,0.0004911084584945188,0.47925142392188774,0.06545089401379449,0.010948911924226737,0.2488709701744948,0.12824675324675322,0.29771638003947,0.3088745482632809,0.7056144616700415,0.07301860090948062,0.0,0.5982648566034341,0.5242548656252948,0.012759420986467694,0.09743327865384847,0.01501766784452297,0.4515422021425362,0.08330350574978065,0.6708470555744244,0.7349812789259685,0.061472469562298036,0.0,0.2801788375558868,0.7201181914890937,0.20758254348505362,0.5502961003481213,0.38958882430938246,0.018710720582963247,0.43842586712120735,0.19750809268137312,0.01639053861598063,0.3758472621455694
Guatemala,0.46068548387096775,0.010574559175457958,0.0,0.49505986283854475,0.20050974889184472,0.0018718400901609812,0.05073768713207498,0.2532467532467533,0.3459261347617705,0.3350777683290175,0.6763109898293664,0.5060019754751341,0.09558480350975451,0.45228355659444386,0.65305095349071,0.0034750117589755648,0.06739502974230645,0.18551236749116606,0.4473588463461088,0.05868491232861235,0.5734592066593875,0.11445392642632518,0.12126971298727399,0.22268041237113406,0.25111773472429216,0.38411169406125073,0.6802416414956776,0.15018581191946972,0.4501567409118955,0.000176621595734086,0.41491685134830114,0.18098876200413827,0.01667697780915128,0.10426203910713651
Guinea,0.0020161290322580645,0.08927351477252246,0.2916481755196112,0.8459839590840406,0.6065524209578133,0.0002021440924901683,0.011525883372315521,0.338474025974026,0.6927920308241707,0.2548163516923666,0.6881602922231932,0.24348472846021088,0.0418183515355176,0.25741706374179607,0.7266479054693353,0.0007197672623178112,0.14468643918401666,0.8542402826855124,0.4622113808791612,0.10749485113941461,0.42592470330674,0.062043836813553,0.040743248157560225,0.21443298969072166,0.4345090246729586,0.5915140243190178,0.6809707322153943,0.15701055483671794,0.38181542249866973,4.972101731291795e-05,0.4601931078400217,0.46810099092260976,0.05594321217657355,0.1840377586145711
Honduras,0.4989919354838709,0.005648639389698743,0.0,0.36626758107636875,0.24694662433868741,0.001070780083402704,0.046685019264156684,0.26704545454545453,0.3375622591861668,0.5807105293701513,0.6738667105479845,0.2982576135912889,0.021002520302436295,0.49759507327159924,0.6451751068329995,0.002768803100557527,0.08371992821885677,0.12897526501766787,0.4607599802577877,0.05873639793805896,0.5083016139631691,0.08819486323891518,0.06906800259588604,0.334020618556701,0.39362891207153505,0.5849444602816527,0.5201541506093116,0.18049281995767802,0.21897847997940256,0.00014528093046687436,0.49643937211614814,0.1968856898902988,0.023228647662746425,0.23304588523368464
Hungary,1.0,0.005578026813815008,0.0,0.6422178309891898,0.09375251421606184,0.049017613923731045,0.19127238454136938,0.19561688311688308,0.03364345456254103,0.22859840953337968,0.6851990986154843,0.18758574151667193,0.0,0.782814888069765,0.4605250676578684,0.0049418470916979314,0.07756259467184265,0.0176678445229682,0.47281491043236706,0.14228235541013226,0.8216064643914491,0.6603654351314001,0.08025982845278269,0.0,0.15625070209467667,0.7460416319235572,0.15217164878658473,0.5773119471645166,0.4219729397682367,0.011154783318643485,0.34270183569684154,0.4049245907069278,0.004596730716074586,0.1374782639554278
Iceland,1.0,1.9605550745285932e-06,6.404949014822164e-06,0.18365686388469138,0.0754211349087709,6.151368503828716e-05,0.4496082924672791,0.9228896103896105,0.2912320270651254,0.0022418689889669007,0.739835212395021,0.372599386650709,0.0,1.0,0.119538619080361,0.00010534377024179218,0.1605788962875401,0.005300353356890459,0.4676982288957649,0.22219425279101335,0.9869594459556562,0.46252255207979254,0.0011895439669772636,0.0,0.7562273791781986,0.8825601274149588,0.8607436725341112,0.9296721904563701,0.3887687800701526,0.0010101130757466101,0.7355883314912282,0.05115514364098443,0.0,0.10057134745732638
India,0.7651209677419355,0.02828540331244042,0.009308180154604677,0.692897826339649,0.331399191636398,0.02816535354319302,0.09743038141848329,0.2573051948051948,0.5332205619772578,0.24796741783505727,0.739867868269042,0.3385404774895485,0.5255297302342947,0.299379663759777,0.7384704013660024,0.041752214751921965,0.051921634147865846,0.25265017667844525,0.43816005112726764,0.03322791054430364,0.5039309005817465,0.179680903934107,0.36282474606284076,0.2907216494845361,0.1718864282532549,0.28424482082626595,0.37152379960420795,0.492214052189136,0.4988968264516068,0.22278184164557752,0.7837505131570932,0.07862880067159951,0.04436899651693952,0.15795450512793216
Indonesia,0.9052419354838709,0.05642085578805043,0.0,0.3333720795071487,0.25849561308127084,0.00690225901379752,0.11964524707383019,0.16314935064935066,0.43285405507001207,0.49532164152686475,0.7005511477513,0.3885920082996346,0.021282553906468774,0.6080643711228984,0.6491056204974699,0.018568169629191816,0.13932961169681876,0.1784452296819788,0.4458900447363592,0.05157313430994864,0.5380003666390416,0.1810128090642157,0.10970750171235863,0.07010309278350517,0.29650748396293714,0.5722515983142387,0.227684616185814,0.4085811988418836,0.4126585776337889,0.048595784404293685,0.9779587536650289,0.09427272277649341,0.28122212273167396,0.1085915043117215
"Iran, Islamic Rep.",0.9566532258064516,0.11687007982188374,0.0,0.3319772172497966,0.26493592767211877,0.04552604040834251,0.32668006148055434,0.6225649350649349,0.12038342261065693,0.06530605878219552,0.669360718125774,0.6210699492837473,0.14057686922430693,0.08983637507866571,0.8278465868939059,0.05107546364836425,0.2319166743391252,0.09363957597173145,0.3417451293051627,0.09305197687864943,0.2355007887832467,0.1952679615803657,0.04006549001421151,0.07422680412371134,0.004668952507998675,0.0,0.009165711905009895,0.18050033865320797,0.45680016948282176,0.0862247100316557,0.0,0.1372537870280668,7.0189300543566e-06,0.3022463536676248
Ireland,1.0,0.0017374860960784584,0.0,0.7016157154480995,0.013590524566724244,0.001935120304248989,0.30636069446060815,0.0,0.47392162390752757,0.11451050019151277,0.7845235430678179,0.24609142010457993,0.0,0.7804099613413644,0.32913075280066495,0.013492205223987284,0.3588772972307944,0.009717314487632508,0.4777805197517037,0.4364784154928114,0.8864671649776033,0.4615368748920705,0.05459388651873513,0.0,0.31818181818181823,0.8286717691144188,0.1410269763566295,0.8813051444195286,0.4050565885791203,0.012774240153110872,0.5910823556844712,0.07227554489030198,0.002934581232250045,0.15036019731005357
Israel,1.0,0.004335160042813728,0.0,0.2830407997210276,0.019695032916350635,0.10714082271504646,0.2971099239898667,0.09983766233766232,0.32327788741659613,0.06359832973709904,0.7315853777434007,0.4717387879302217,0.027256604125828435,0.7035197338847432,0.789713886659343,0.06921938197773131,0.11955268225609855,0.01236749116607774,0.47876842131905817,0.054831163810619005,0.3149152704469086,0.36348025050501265,0.33175237201273977,0.0,0.32190760059612467,0.8733867675224594,0.05686907613790231,0.7209645297822578,0.36211242974949964,0.020826088572990377,0.32246896513447865,0.18873912539785037,9.692808170301971e-06,0.11125306078994995
Italy,1.0,0.00149413462574965,0.0005582677187713622,0.5092409624549575,0.034207656649363476,0.011568780164344282,0.2432740872094148,0.11120129870129868,0.24330420073301373,0.332174527086977,0.6683003417438347,0.08447978093453598,0.0,0.5331745032814885,0.4966980209993337,0.018536185942586873,0.08055231478405481,0.005300353356890459,0.48782642672285603,0.04944949754661723,0.7629413411173239,0.777612436018389,0.15229621480913696,0.0,0.48137108792846506,0.6386337594184943,0.19310488490782213,0.5424258811755197,0.4238366368010219,0.12753051235492624,0.2924374666602013,0.26051880864762283,0.009446811383634996,0.264026402640264
Jamaica,0.9294354838709677,0.0055397289156384226,0.0035154212327930335,0.44228757410205743,0.18482746297030733,0.007812509107448415,0.12363588502230624,0.20211038961038957,0.39639131660558224,0.5686054198415345,0.6987783173898316,0.43616397119059713,0.007280873704844582,0.6454194012406722,0.6451422280242634,0.00771627681131492,0.027127103845161177,0.09187279151943463,0.46566310420977364,0.020442920971877013,0.7540381539765141,0.192936817025969,0.19936174094849937,0.11958762886597939,0.41558441558441617,0.7772748734654704,0.11748776169149047,0.4408131283712844,0.29877927625042944,0.00028921804965502125,0.6294411639972376,0.02847536910234781,0.0004963386252723595,0.1831150857021186
